comment_text,identity_attack_x,bias,target,category,rationale
Nope your bible verses dont apply to illegal aliens.    Out they go,0.5,neutral,,none,
Kudos to the City of Seward for standing up to the dog nazis. I love dogs but I have real problems with a lot of dog people. Some of them are worse than religious fanatics.,0.5,neutral,,none,
Thats not good enough for the left. They want to change the name to gender neutral transgender gay and lesbian guides.,0.7,bias,gay,lgbtq,prejudice against gays
Its in good part about protection from a hyperaggressive intrusive increasingly demanding and emboldened homosexual lobby.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals
Eastman claimed that at West Point he was subjected to speeches by gay cannibals.,0.9,bias,gays,lgbtq,prejudice against gays
Gay people are a minority in our society and therefore wield little power. They are susceptible to the whims of the majority.,0.608108108,neutral,,none,
Imagine if it had been black people instead white rednecks.,0.5625,bias,"blacks,whites",race,prejudice towards blacks and whites
The only thing worse than an arrogant progressive is an arrogant Canadian progressive.,0.515151515,bias,canadians,political,prejudice against canadians
So substitute gay with colored,0.5,neutral,,none,
Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,0.7,neutral,,none,
Danes You think its OK to use racial slurs? HYPOCRITE  As you can see its not getting anyone very far.  So if a white person disagrees with you the person is a racist?   Well I guess sometimes people just dont have the neurons they need.,0.283783784,neutral,,none,
Anyone blaming this on whites...  Um what?  As I look at photos in the Virginia town of the violent terrorists and their Nazilike military gear I do not see any Japanese or Chinese or Indian or black folks amongst them.  So I guess I think it is okay to blame the problem there on certain white folks...,0.833333333,bias,whites,race,prejudice against whites
Not on the same scale and not in the recent past has Christianity been misused to justify violence. Suicide bombings seem to be a peculiar characterization of Islamic inspired violence.   What if those who do violence in the name of Islam are acting in the manner their sacred texts intend them to be acting?  Is that even to be entertained as a possibility?,0.5,bias,"christians, muslims",religion,prejudice against a religion
Yep the white supremacists must being going crazy knowing that without their guns theyll get their butts kicked.,0.5625,bias,whites,race,prejudice against whites
I would be carrying more than a large knife if people were shooting at my home and animals calling me a white nigger threatening to shoot me and showing up with a virtual lynch mob of ignorant people who are shouting and threatening to tape me up and send me out of town. The leaders of Akiak have led their people to commit illegal actions before and what would stop them if they told these people to harm this man? I understand that kind of harassment is legal and accepted in Alaskan native villages apparently but its not right on a human or a Christian level  which is apparently not their religion. Sooo he is  wearing a knife on his belt on a small farm in Alaska and that makes him a bad person? Hahaha. Thats beautiful.,0.7,neutral,,none,
Just condemn White people and youll be fine.,0.833333333,bias,whites,race,prejudice towards whites
I would like to attend a gay white supremacist wedding just out of curiosity.  So..you think its impossible for a homosexual to be racist? You dont get out much..do you? The Little Guy,0.5,bias,"whites,homosexuals","race,lgbtq","prejudice against whites, homosexuals"
Canada is an embarrassment.,0.7,bias,canadians,race,prejudice against canadians
Or a Muslim who hates America,0.6,bias,muslims,religion,prejudice against muslims
Boo hoo hoo McCoy.  Dont even try to pull that old race card in Hawaii.  Black lives do not matter here where the majority of folks are not white.  Folks like you are the reason blacks are so despised.  You cant earn respect by whining. Go back to your kind.,0.6,bias,blacks,race,prejudice against black
Whats your beef ? Muslims attack and kill. Jews are only implicated. Just ask 2000 dead Gazans.,0.848484848,bias,muslims,religion,prejudice against muslims
She isnt white?  Ahhh the old worn out racist shaming by people who have nothing to say.  I have nothing to say too.  Bye Bye.  Take your happy pills.,0.6,neutral,,none,
Black Irish is the term.,0.5,neutral,,none,
Can liberals please explain this:  Christians merely teach that homosexuality is sinful.  Muslims teach that homosexuals are pigs to be decapitated.  Liberals teach homosexuality is the pinnacle of human achievement.   So why do liberals praise Muslims to much yet have demonic hatred for Christians?,0.681818182,bias,"muslims,liberals","religion,race",prejudice against muslims and liberals
Who? Oh yea. The no talent obnoxious gay guy thats famous only for being gay. His 15 seconds of fame are up. Nobody care. Next.   A drunk driver with the name OBrian? No surprise there.,0.742424242,bias,gays,lgbtq,prejudice against gays
In the interest of firsts and political correctness I wont be satisfied until we get Hawaiis first transgender TonganVietnamese midget as police chief.   Hiring a regular white woman is such a huge disappointment.,0.7,bias,whites,race,prejudice against whites
Islam teaches hate. Muslims need to be run out of this country. They are a disgusting death cult,0.848484848,bias,muslims,religion,prejudice against muslims
You do realize that Iran and Russia are allies right?.... and that ISIS is Sunni muslim and one of its top goals is to eradicate Shia muslims which the ruling group in Iran? ISIS and Iran are sworn enemies.   Educate yourself,0.5,bias,muslims,religion,prejudice against muslims
Why would anyone in their right mind want to be Trumps Secretary of State?  Because  the far right lunatic fringe altright racists white supremacists anti Semites gun nuts really dont see the world as most sane people do.  On the other hand Mitt Romney is as sane as they come yet hes willing to bend over for the far right lunatic fringe whitesupremacistsracists.  Makes you wonder.........................................  .,0.833333333,bias,whites,race,prejudice against whites
